date,country_code,downloads
2022-02-22,AU,1
2022-02-22,CA,1
2022-02-22,CN,47
2022-02-22,DE,5
2022-02-22,DK,5
2022-02-22,FR,9
2022-02-22,GB,8
2022-02-22,HK,44
2022-02-22,IL,1
2022-02-22,IN,1
2022-02-22,JP,11
2022-02-22,KR,4
2022-02-22,LU,5
2022-02-22,PL,5
2022-02-22,RU,2
2022-02-22,SE,1
2022-02-22,SG,10
2022-02-22,US,120
2022-02-22,Unknown,16
2022-02-23,CN,6
2022-02-23,FR,1
2022-02-23,HK,2
2022-02-23,JP,1
2022-02-23,NO,2
2022-02-23,US,6
2022-02-23,Unknown,1
2022-02-24,DE,2
2022-02-24,DK,1
2022-02-24,KR,1
2022-02-24,US,3
2022-02-25,CH,1
2022-02-25,CN,32
2022-02-25,DE,3
2022-02-25,DK,4
2022-02-25,FR,7
2022-02-25,GB,4
2022-02-25,HK,25
2022-02-25,IN,3
2022-02-25,JP,10
2022-02-25,KR,2
2022-02-25,LU,2
2022-02-25,PL,2
2022-02-25,RU,4
2022-02-25,SE,2
2022-02-25,SG,9
2022-02-25,US,55
2022-02-25,Unknown,8
2022-02-25,ZA,2
2022-02-26,AU,2
2022-02-26,CA,2
2022-02-26,CN,44
2022-02-26,CZ,1
2022-02-26,DE,4
2022-02-26,DK,4
2022-02-26,FR,13
2022-02-26,GB,4
2022-02-26,HK,24
2022-02-26,IL,4
2022-02-26,IN,2
2022-02-26,IR,5
2022-02-26,JP,10
2022-02-26,KR,2
2022-02-26,LU,2
2022-02-26,NO,6
2022-02-26,PL,2
2022-02-26,RU,3
2022-02-26,SE,4
2022-02-26,SG,7
2022-02-26,US,61
2022-02-26,Unknown,12
2022-02-27,AU,2
2022-02-27,CN,2
2022-02-27,DE,6
2022-02-27,FR,3
2022-02-27,HK,3
2022-02-27,JP,4
2022-02-27,RU,5
2022-02-27,SG,9
2022-02-27,US,23
2022-02-27,Unknown,6
2022-02-28,CA,2
2022-02-28,CN,7
2022-02-28,DK,4
2022-02-28,HK,3
2022-02-28,NL,3
2022-02-28,NO,2
2022-02-28,PL,4
2022-02-28,RU,5
2022-02-28,SE,2
2022-02-28,US,19
2022-03-01,AU,5
2022-03-01,CN,6
2022-03-01,FI,2
2022-03-01,HK,9
2022-03-01,NL,5
2022-03-01,SG,2
2022-03-01,US,11
2022-03-01,Unknown,1
2022-03-02,AU,7
2022-03-02,CN,143
2022-03-02,DE,8
2022-03-02,DK,8
2022-03-02,FR,26
2022-03-02,GB,44
2022-03-02,HK,201
2022-03-02,IL,21
2022-03-02,IN,2
2022-03-02,JP,54
2022-03-02,KR,2
2022-03-02,LU,2
2022-03-02,NL,2
2022-03-02,PL,14
2022-03-02,RU,35
2022-03-02,SE,8
2022-03-02,SG,47
2022-03-02,US,399
2022-03-02,Unknown,71
2022-03-02,ZA,2
2022-03-03,AU,2
2022-03-03,CN,27
2022-03-03,DE,4
2022-03-03,FR,8
2022-03-03,HK,3
2022-03-03,IN,2
2022-03-03,JP,4
2022-03-03,KR,2
2022-03-03,LU,2
2022-03-03,NL,2
2022-03-03,NO,4
2022-03-03,RU,28
2022-03-03,SE,4
2022-03-03,SG,10
2022-03-03,US,54
2022-03-03,Unknown,14
2022-03-04,AU,9
2022-03-04,CA,4
2022-03-04,CH,8
2022-03-04,CN,17
2022-03-04,DK,4
2022-03-04,HK,4
2022-03-04,IR,4
2022-03-04,JP,2
2022-03-04,KR,9
2022-03-04,PL,4
2022-03-04,RU,31
2022-03-04,SG,4
2022-03-04,TR,1
2022-03-04,US,22
2022-03-05,CA,9
2022-03-05,CN,9
2022-03-05,FR,2
2022-03-05,GB,11
2022-03-05,HK,3
2022-03-05,RU,27
2022-03-05,US,20
2022-03-05,Unknown,9
2022-03-06,CN,9
2022-03-06,ES,9
2022-03-06,RU,25
2022-03-06,US,38
2022-03-07,HK,1
2022-03-07,RU,13
2022-03-07,SG,2
2022-03-07,US,1
2022-03-08,AU,3
2022-03-08,CN,18
2022-03-08,HK,12
2022-03-08,JP,9
2022-03-08,RU,25
2022-03-08,US,5
2022-03-09,AU,2
2022-03-09,FR,9
2022-03-09,NO,4
2022-03-09,RU,10
2022-03-09,SG,9
2022-03-09,US,9
2022-03-10,DE,9
2022-03-10,NL,9
2022-03-10,RU,25
2022-03-10,SG,9
2022-03-10,US,18
2022-03-11,IL,4
2022-03-11,RU,12
2022-03-11,US,9
2022-03-12,RU,9
2022-03-12,US,9
2022-03-13,RU,9
2022-03-13,US,2
2022-03-14,AU,2
2022-03-14,CN,9
2022-03-14,DE,8
2022-03-14,KR,9
2022-03-14,RU,9
2022-03-14,SG,9
2022-03-14,US,10
2022-03-14,Unknown,4
2022-03-15,KR,1
2022-03-15,NL,9
2022-03-15,US,3
2022-03-16,RU,9
2022-03-17,CN,9
2022-03-17,JP,6
2022-03-17,RU,6
2022-03-17,US,9
2022-03-18,AE,9
2022-03-18,US,9
2022-03-19,CN,9
2022-03-19,RU,3
2022-03-19,US,2
2022-03-20,CN,9
2022-03-20,GB,9
2022-03-20,RU,12
2022-03-20,TW,9
2022-03-20,US,1
2022-03-21,AU,9
2022-03-21,FR,2
2022-03-21,GB,6
2022-03-21,RU,11
2022-03-21,US,1
2022-03-22,CN,9
2022-03-22,FR,6
2022-03-22,HK,9
2022-03-22,RU,9
2022-03-22,TW,9
2022-03-23,CN,9
2022-03-23,FR,2
2022-03-23,US,9
2022-03-23,Unknown,9
2022-03-24,CN,9
2022-03-24,FR,9
2022-03-24,RU,9
2022-03-24,US,9
2022-03-24,Unknown,9
2022-03-25,RU,9
2022-03-26,HK,9
2022-03-26,NL,9
2022-03-26,RU,9
2022-03-26,UA,1
2022-03-27,AE,9
2022-03-28,HK,9
2022-03-28,US,9
2022-03-29,CN,18
2022-03-29,GB,9
2022-03-29,RU,18
2022-03-29,US,9
2022-03-30,JP,9
2022-03-30,US,2
2022-03-31,AU,2
2022-03-31,IS,9
2022-03-31,KR,9
2022-03-31,Unknown,1
2022-04-01,DE,9
2022-04-01,HK,9
2022-04-01,RU,2
2022-04-01,US,26
2022-04-02,RU,4
2022-04-03,RU,11
2022-04-03,SG,1
2022-04-04,RU,10
2022-04-04,US,1
2022-04-05,FI,2
2022-04-05,SG,9
2022-04-05,US,10
2022-04-06,CH,1
2022-04-06,CN,9
2022-04-07,DE,9
2022-04-07,HK,9
2022-04-07,SG,9
2022-04-07,US,10
2022-04-08,KR,9
2022-04-08,NO,9
2022-04-08,US,28
2022-04-10,KR,9
2022-04-10,RU,2
2022-04-11,CN,9
2022-04-11,CZ,1
2022-04-12,FI,9
2022-04-12,US,14
2022-04-13,CN,5
2022-04-13,GB,11
2022-04-13,RU,7
2022-04-13,US,9
2022-04-14,CN,9
2022-04-14,JP,9
2022-04-14,US,16
2022-04-15,A1,1
2022-04-15,AU,9
2022-04-15,US,9
2022-04-15,Unknown,9
2022-04-16,CN,9
2022-04-16,RU,6
2022-04-16,US,9
2022-04-17,SG,9
2022-04-19,US,10
2022-04-20,SG,9
2022-04-20,TW,9
2022-04-20,US,9
2022-04-21,US,9
2022-04-23,CN,18
2022-04-23,RU,9
2022-04-24,US,9
2022-04-25,CN,9
2022-04-25,US,2
2022-04-26,A1,2
2022-04-26,FR,8
2022-04-26,US,9
2022-04-27,US,12
2022-04-28,US,9
2022-04-29,JP,9
2022-04-29,US,1
2022-05-02,US,1
2022-05-04,CN,9
2022-05-04,US,1
2022-05-05,SG,9
2022-05-05,US,9
2022-05-06,RU,18
2022-05-06,US,6
2022-05-07,CN,1
2022-05-07,FR,6
2022-05-07,US,6
2022-05-08,US,11
2022-05-09,KR,9
2022-05-09,US,1
2022-05-10,AE,2
2022-05-10,AU,2
2022-05-10,CA,2
2022-05-10,CH,2
2022-05-10,CN,74
2022-05-10,DE,1
2022-05-10,DK,8
2022-05-10,EE,17
2022-05-10,FR,14
2022-05-10,GB,18
2022-05-10,HK,65
2022-05-10,IL,2
2022-05-10,IN,2
2022-05-10,IS,2
2022-05-10,JP,22
2022-05-10,KR,2
2022-05-10,LU,8
2022-05-10,PL,2
2022-05-10,RU,41
2022-05-10,SE,6
2022-05-10,SG,34
2022-05-10,TW,8
2022-05-10,US,444
2022-05-10,Unknown,53
2022-05-11,CA,8
2022-05-11,CN,14
2022-05-11,DE,2
2022-05-11,DK,4
2022-05-11,FR,2
2022-05-11,HK,3
2022-05-11,JP,4
2022-05-11,KR,2
2022-05-11,NO,2
2022-05-11,SG,2
2022-05-11,US,21
2022-05-11,Unknown,1
2022-05-12,AT,1
2022-05-12,DE,2
2022-05-12,HK,2
2022-05-12,KR,2
2022-05-12,NL,11
2022-05-12,US,3
2022-05-13,CN,2
2022-05-13,HK,2
2022-05-13,RU,4
2022-05-13,US,8
2022-05-14,HK,2
2022-05-14,RU,2
2022-05-14,US,6
2022-05-15,US,3
2022-05-16,IN,2
2022-05-16,IR,2
2022-05-16,RU,2
2022-05-16,US,14
2022-05-17,AE,4
2022-05-17,AT,1
2022-05-17,CA,4
2022-05-17,CH,4
2022-05-17,CN,66
2022-05-17,DE,5
2022-05-17,DK,12
2022-05-17,EE,4
2022-05-17,FR,13
2022-05-17,GB,8
2022-05-17,HK,30
2022-05-17,IL,4
2022-05-17,IN,6
2022-05-17,JP,12
2022-05-17,KR,4
2022-05-17,LU,4
2022-05-17,MO,4
2022-05-17,NL,4
2022-05-17,PL,4
2022-05-17,RU,19
2022-05-17,SE,6
2022-05-17,SG,24
2022-05-17,TW,11
2022-05-17,US,148
2022-05-17,Unknown,27
2022-05-18,AU,4
2022-05-18,CN,8
2022-05-18,DE,4
2022-05-18,FR,12
2022-05-18,GB,3
2022-05-18,HK,10
2022-05-18,IS,4
2022-05-18,JP,8
2022-05-18,KR,4
2022-05-18,RU,4
2022-05-18,TW,1
2022-05-18,US,40
2022-05-18,Unknown,5
2022-05-19,BD,1
2022-05-19,CA,15
2022-05-19,CN,4
2022-05-19,FR,6
2022-05-19,HK,7
2022-05-19,JP,4
2022-05-19,NL,1
2022-05-19,NO,4
2022-05-19,RU,4
2022-05-19,SE,7
2022-05-19,TW,8
2022-05-19,US,16
2022-05-19,Unknown,9
2022-05-20,AT,7
2022-05-20,AU,2
2022-05-20,CA,7
2022-05-20,CH,1
2022-05-20,CN,7
2022-05-20,CZ,1
2022-05-20,DE,6
2022-05-20,ES,1
2022-05-20,FI,1
2022-05-20,FR,12
2022-05-20,GB,6
2022-05-20,GR,1
2022-05-20,HU,1
2022-05-20,IE,1
2022-05-20,IN,2
2022-05-20,KR,1
2022-05-20,NL,2
2022-05-20,PL,1
2022-05-20,QA,1
2022-05-20,RU,9
2022-05-20,SE,5
2022-05-20,SG,1
2022-05-20,TW,3
2022-05-20,US,41
2022-05-20,Unknown,8
2022-05-21,CN,1
2022-05-21,DE,3
2022-05-21,ES,1
2022-05-21,GB,23
2022-05-21,KR,1
2022-05-21,RU,10
2022-05-21,SA,3
2022-05-21,US,15
2022-05-22,CN,1
2022-05-22,DE,1
2022-05-22,ES,1
2022-05-22,GB,46
2022-05-22,IL,2
2022-05-22,US,9
2022-05-23,AT,7
2022-05-23,CH,1
2022-05-23,CN,5
2022-05-23,DE,3
2022-05-23,FR,1
2022-05-23,GB,2
2022-05-23,JP,2
2022-05-23,PL,1
2022-05-23,TR,1
2022-05-23,US,14
2022-05-24,AU,1
2022-05-24,DK,1
2022-05-24,FR,1
2022-05-24,GB,2
2022-05-24,IE,2
2022-05-24,JP,1
2022-05-24,NO,1
2022-05-24,US,19
2022-05-25,CA,2
2022-05-25,CN,41
2022-05-25,DE,3
2022-05-25,DK,4
2022-05-25,EE,2
2022-05-25,ES,1
2022-05-25,FR,6
2022-05-25,GB,6
2022-05-25,HK,15
2022-05-25,HR,2
2022-05-25,IN,2
2022-05-25,IS,2
2022-05-25,JP,21
2022-05-25,KR,10
2022-05-25,LU,2
2022-05-25,PH,2
2022-05-25,PL,2
2022-05-25,RU,7
2022-05-25,SE,2
2022-05-25,SG,12
2022-05-25,US,70
2022-05-25,ZA,2
2022-05-26,AU,2
2022-05-26,CA,1
2022-05-26,CN,21
2022-05-26,DE,3
2022-05-26,FR,1
2022-05-26,HK,2
2022-05-26,IL,2
2022-05-26,JP,2
2022-05-26,NL,2
2022-05-26,NO,2
2022-05-26,RU,2
2022-05-26,TW,1
2022-05-26,US,34
2022-05-27,AT,1
2022-05-27,CN,5
2022-05-27,DK,2
2022-05-27,ES,1
2022-05-27,GB,1
2022-05-27,HK,1
2022-05-27,NL,6
2022-05-27,NO,6
2022-05-27,RU,2
2022-05-27,US,13
2022-05-28,AU,2
2022-05-28,BE,2
2022-05-28,CL,1
2022-05-28,CN,39
2022-05-28,DE,1
2022-05-28,DK,2
2022-05-28,EE,2
2022-05-28,ES,1
2022-05-28,FR,6
2022-05-28,GB,23
2022-05-28,HK,18
2022-05-28,HR,2
2022-05-28,IL,12
2022-05-28,IN,2
2022-05-28,JP,12
2022-05-28,KR,4
2022-05-28,LU,2
2022-05-28,NL,4
2022-05-28,PH,2
2022-05-28,RU,6
2022-05-28,SE,3
2022-05-28,SG,8
2022-05-28,TW,2
2022-05-28,US,87
2022-05-28,ZA,2
2022-05-29,CA,4
2022-05-29,CN,25
2022-05-29,DE,5
2022-05-29,DK,2
2022-05-29,FR,1
2022-05-29,HK,2
2022-05-29,IS,2
2022-05-29,JP,5
2022-05-29,NL,3
2022-05-29,RU,4
2022-05-29,SG,10
2022-05-29,US,11
2022-05-30,CA,2
2022-05-30,CN,25
2022-05-30,DE,2
2022-05-30,GB,1
2022-05-30,KR,1
2022-05-30,RU,2
2022-05-30,SG,2
2022-05-30,TW,1
2022-05-30,US,17
2022-05-31,BE,1
2022-05-31,CN,3
2022-05-31,DE,20
2022-05-31,DK,2
2022-05-31,HK,4
2022-05-31,JP,1
2022-05-31,NO,2
2022-05-31,PL,2
2022-05-31,RU,15
2022-05-31,SE,4
2022-05-31,US,9
2022-06-01,CN,23
2022-06-01,DE,1
2022-06-01,FR,4
2022-06-01,HK,1
2022-06-01,JP,2
2022-06-01,KR,4
2022-06-01,NO,1
2022-06-01,RU,40
2022-06-01,TW,1
2022-06-01,US,16
2022-06-02,CN,3
2022-06-02,HK,11
2022-06-02,US,5
2022-06-03,CA,4
2022-06-03,CN,9
2022-06-03,DE,3
2022-06-03,DK,4
2022-06-03,FR,6
2022-06-03,GB,6
2022-06-03,HK,19
2022-06-03,IL,2
2022-06-03,IN,2
2022-06-03,IT,1
2022-06-03,JP,7
2022-06-03,RU,19
2022-06-03,SG,7
2022-06-03,TW,1
2022-06-03,US,35
2022-06-04,AU,2
2022-06-04,BE,1
2022-06-04,CN,35
2022-06-04,DE,4
2022-06-04,EE,2
2022-06-04,FR,5
2022-06-04,HK,4
2022-06-04,HR,2
2022-06-04,IS,2
2022-06-04,JP,4
2022-06-04,KR,2
2022-06-04,LU,2
2022-06-04,NO,2
2022-06-04,RU,11
2022-06-04,SE,2
2022-06-04,SG,2
2022-06-04,US,51
2022-06-04,ZA,2
2022-06-05,CA,2
2022-06-05,CN,7
2022-06-05,FR,1
2022-06-05,HK,2
2022-06-05,JP,4
2022-06-05,NL,2
2022-06-05,RU,19
2022-06-05,SG,21
2022-06-05,US,43
2022-06-06,CN,29
2022-06-06,DK,2
2022-06-06,ES,21
2022-06-06,IL,1
2022-06-06,JP,4
2022-06-06,PL,2
2022-06-06,SG,2
2022-06-06,US,33
2022-06-07,CN,1
2022-06-07,ES,1
2022-06-07,GB,1
2022-06-07,GR,1
2022-06-07,NO,12
2022-06-07,SE,2
2022-06-07,US,4
2022-06-08,AU,12
2022-06-08,CA,3
2022-06-08,CN,33
2022-06-08,DE,3
2022-06-08,DK,4
2022-06-08,FR,4
2022-06-08,GB,4
2022-06-08,HK,11
2022-06-08,IT,1
2022-06-08,JP,5
2022-06-08,LU,2
2022-06-08,MY,2
2022-06-08,NL,1
2022-06-08,RU,6
2022-06-08,SG,9
2022-06-08,US,53
2022-06-09,AT,1
2022-06-09,AU,2
2022-06-09,BD,1
2022-06-09,BE,1
2022-06-09,CN,39
2022-06-09,DE,9
2022-06-09,DK,4
2022-06-09,EE,2
2022-06-09,ES,23
2022-06-09,FR,8
2022-06-09,GB,6
2022-06-09,HK,19
2022-06-09,HR,2
2022-06-09,IE,1
2022-06-09,IL,2
2022-06-09,IN,2
2022-06-09,JP,15
2022-06-09,KR,6
2022-06-09,LU,2
2022-06-09,MX,1
2022-06-09,NL,3
2022-06-09,NO,2
2022-06-09,RU,10
2022-06-09,SE,4
2022-06-09,SG,12
2022-06-09,TW,1
2022-06-09,US,69
2022-06-09,ZA,4
2022-06-10,AU,6
2022-06-10,CA,4
2022-06-10,CH,1
2022-06-10,CN,22
2022-06-10,DE,2
2022-06-10,DK,4
2022-06-10,EE,2
2022-06-10,ES,1
2022-06-10,FR,15
2022-06-10,GB,2
2022-06-10,HK,19
2022-06-10,HR,2
2022-06-10,IL,4
2022-06-10,IN,2
2022-06-10,IS,4
2022-06-10,JP,12
2022-06-10,KR,4
2022-06-10,NL,2
2022-06-10,RU,13
2022-06-10,SE,4
2022-06-10,SG,2
2022-06-10,US,78
2022-06-11,CA,6
2022-06-11,CL,1
2022-06-11,CN,4
2022-06-11,CW,25
2022-06-11,HK,2
2022-06-11,NL,4
2022-06-11,RU,3
2022-06-11,SE,10
2022-06-11,SG,3
2022-06-11,TW,1
2022-06-11,US,32
2022-06-12,CN,8
2022-06-12,FR,1
2022-06-12,HK,1
2022-06-12,NO,2
2022-06-12,US,8
2022-06-13,DE,2
2022-06-13,DK,1
2022-06-13,GB,2
2022-06-13,IL,1
2022-06-13,JP,1
2022-06-13,SG,2
2022-06-13,US,29
2022-06-14,CA,17
2022-06-14,CN,41
2022-06-14,FR,2
2022-06-14,PL,4
2022-06-14,SK,2
2022-06-14,US,28
2022-06-15,CN,16
2022-06-15,DE,1
2022-06-15,FR,5
2022-06-15,JP,1
2022-06-15,MX,1
2022-06-15,RU,6
2022-06-15,US,51
2022-06-16,CN,14
2022-06-16,FI,1
2022-06-16,FR,3
2022-06-16,GB,1
2022-06-16,RU,9
2022-06-16,TW,1
2022-06-16,US,32
2022-06-17,DE,1
2022-06-17,FR,3
2022-06-17,IE,2
2022-06-17,NL,25
2022-06-17,RU,12
2022-06-17,US,2
2022-06-18,CN,1
2022-06-18,DE,1
2022-06-18,FR,1
2022-06-18,NO,16
2022-06-18,TR,6
2022-06-18,US,18
2022-06-19,HK,42
2022-06-19,US,1
2022-06-20,DE,2
2022-06-20,US,7
2022-06-21,DE,1
2022-06-21,IL,25
2022-06-21,KR,39
2022-06-21,NL,2
2022-06-21,TW,1
2022-06-21,US,5
2022-06-22,DE,10
2022-06-22,GB,1
2022-06-22,US,9
2022-06-23,CN,1
2022-06-23,DE,16
2022-06-23,GB,2
2022-06-23,KR,25
2022-06-23,SG,25
2022-06-23,US,8
2022-06-24,CN,28
2022-06-24,CZ,6
2022-06-24,DE,4
2022-06-24,DK,2
2022-06-24,FR,1
2022-06-24,GB,7
2022-06-24,HK,17
2022-06-24,IN,2
2022-06-24,JP,3
2022-06-24,KR,2
2022-06-24,LU,2
2022-06-24,NL,2
2022-06-24,RU,2
2022-06-24,SG,7
2022-06-24,US,74
2022-06-24,VN,2
2022-06-25,AU,2
2022-06-25,CA,31
2022-06-25,CN,28
2022-06-25,CZ,2
2022-06-25,DE,6
2022-06-25,DK,2
2022-06-25,EE,2
2022-06-25,FR,4
2022-06-25,HK,1
2022-06-25,HR,2
2022-06-25,IS,2
2022-06-25,JP,10
2022-06-25,KR,3
2022-06-25,NL,2
2022-06-25,NO,2
2022-06-25,RU,6
2022-06-25,SE,2
2022-06-25,SG,4
2022-06-25,US,33
2022-06-25,ZA,2
2022-06-26,CA,29
2022-06-26,CN,2
2022-06-26,DE,1
2022-06-26,GB,2
2022-06-26,HK,2
2022-06-26,US,11
2022-06-27,CA,4
2022-06-27,CN,55
2022-06-27,CZ,2
2022-06-27,DE,4
2022-06-27,DK,4
2022-06-27,EE,2
2022-06-27,FR,5
2022-06-27,GB,6
2022-06-27,HK,18
2022-06-27,HR,2
2022-06-27,IL,4
2022-06-27,IN,2
2022-06-27,IR,2
2022-06-27,JP,11
2022-06-27,KR,2
2022-06-27,LU,2
2022-06-27,NL,8
2022-06-27,PL,4
2022-06-27,RU,8
2022-06-27,SE,2
2022-06-27,SG,13
2022-06-27,US,104
2022-06-27,VN,29
2022-06-27,ZA,2
2022-06-28,AU,2
2022-06-28,CA,1
2022-06-28,CN,10
2022-06-28,DE,6
2022-06-28,FR,29
2022-06-28,HK,5
2022-06-28,IE,1
2022-06-28,IS,2
2022-06-28,SG,3
2022-06-28,US,49
2022-06-29,CN,33
2022-06-29,CZ,2
2022-06-29,DE,12
2022-06-29,DK,8
2022-06-29,EE,2
2022-06-29,ES,1
2022-06-29,FR,12
2022-06-29,GB,6
2022-06-29,HK,16
2022-06-29,IL,2
2022-06-29,IN,2
2022-06-29,JP,7
2022-06-29,KR,12
2022-06-29,LU,2
2022-06-29,NL,3
2022-06-29,NO,6
2022-06-29,RU,10
2022-06-29,SG,9
2022-06-29,US,59
2022-06-29,VN,2
2022-06-29,ZA,2
2022-06-30,AU,2
2022-06-30,CA,2
2022-06-30,CN,32
2022-06-30,CZ,2
2022-06-30,DE,7
2022-06-30,FR,6
2022-06-30,GB,2
2022-06-30,HK,39
2022-06-30,IR,2
2022-06-30,IS,2
2022-06-30,JP,7
2022-06-30,KR,4
2022-06-30,LU,2
2022-06-30,NL,2
2022-06-30,NO,4
2022-06-30,PL,2
2022-06-30,RU,9
2022-06-30,SE,2
2022-06-30,SG,6
2022-06-30,US,70
2022-07-01,AU,10
2022-07-01,BR,1
2022-07-01,CA,18
2022-07-01,CN,37
2022-07-01,DE,2
2022-07-01,DK,8
2022-07-01,EE,2
2022-07-01,FR,22
2022-07-01,GB,4
2022-07-01,HK,2
2022-07-01,HR,4
2022-07-01,IL,2
2022-07-01,IN,2
2022-07-01,IS,2
2022-07-01,JP,12
2022-07-01,KR,4
2022-07-01,NL,4
2022-07-01,PL,2
2022-07-01,RU,6
2022-07-01,SE,2
2022-07-01,SG,17
2022-07-01,TW,24
2022-07-01,US,84
2022-07-01,ZA,2
2022-07-02,CN,8
2022-07-02,DE,2
2022-07-02,FR,5
2022-07-02,HK,7
2022-07-02,JP,6
2022-07-02,NO,2
2022-07-02,RU,4
2022-07-02,SG,2
2022-07-02,US,9
2022-07-03,CN,72
2022-07-03,DK,2
2022-07-03,ES,24
2022-07-03,HK,1
2022-07-03,NL,1
2022-07-03,NO,24
2022-07-03,US,13
2022-07-04,CA,6
2022-07-04,CL,9
2022-07-04,DE,2
2022-07-04,GB,1
2022-07-04,ID,1
2022-07-04,IR,22
2022-07-04,SG,2
2022-07-04,US,2
2022-07-05,CN,12
2022-07-05,NL,4
2022-07-05,US,53
2022-07-06,CN,4
2022-07-06,KR,4
2022-07-06,NO,23
2022-07-06,US,9
2022-07-07,DE,8
2022-07-07,US,70
2022-07-08,AU,2
2022-07-08,CA,2
2022-07-08,CL,1
2022-07-08,CN,39
2022-07-08,CZ,2
2022-07-08,DE,4
2022-07-08,DK,4
2022-07-08,EE,2
2022-07-08,FR,2
2022-07-08,GB,8
2022-07-08,HK,47
2022-07-08,HR,2
2022-07-08,IL,2
2022-07-08,JP,8
2022-07-08,KH,2
2022-07-08,LU,2
2022-07-08,NL,2
2022-07-08,RU,7
2022-07-08,SE,2
2022-07-08,SG,12
2022-07-08,US,113
2022-07-08,ZA,2
2022-07-09,CN,43
2022-07-09,CY,1
2022-07-09,DE,2
2022-07-09,FR,7
2022-07-09,IN,2
2022-07-09,IR,1
2022-07-09,IS,2
2022-07-09,JP,6
2022-07-09,KR,4
2022-07-09,NO,4
2022-07-09,RU,5
2022-07-09,TW,1
2022-07-09,US,29
2022-07-10,CA,2
2022-07-10,CN,4
2022-07-10,DE,2
2022-07-10,FR,6
2022-07-10,HK,2
2022-07-10,NL,6
2022-07-10,NO,2
2022-07-10,RU,6
2022-07-10,SG,2
2022-07-10,US,90
2022-07-11,CN,2
2022-07-11,CY,1
2022-07-11,DK,2
2022-07-11,NL,1
2022-07-11,PL,2
2022-07-11,RU,2
2022-07-11,TW,1
2022-07-11,US,17
2022-07-12,CN,6
2022-07-12,FR,1
2022-07-12,GB,1
2022-07-12,SG,2
2022-07-12,US,24
2022-07-13,CZ,1
2022-07-13,FR,1
2022-07-13,KR,10
2022-07-13,SG,1
2022-07-13,US,4
2022-07-14,CA,2
2022-07-14,DE,3
2022-07-14,FR,3
2022-07-14,TW,2
2022-07-14,US,9
2022-07-15,FR,2
2022-07-15,HK,2
2022-07-15,NL,1
2022-07-15,US,2
2022-07-16,FR,2
2022-07-16,KR,1
2022-07-16,SG,1
2022-07-16,US,5
2022-07-17,DE,2
2022-07-17,KR,1
2022-07-17,RU,1
2022-07-17,US,41
2022-07-18,CN,1
2022-07-18,FR,37
2022-07-18,NL,2
2022-07-18,SG,6
2022-07-18,US,12
2022-07-19,CN,1
2022-07-19,FR,2
2022-07-19,GB,1
2022-07-19,IN,1
2022-07-19,US,38
2022-07-20,CN,6
2022-07-20,FR,1
2022-07-20,US,37
2022-07-21,BR,1
2022-07-21,CA,2
2022-07-21,CW,10
2022-07-21,JP,24
2022-07-21,KR,2
2022-07-21,RU,1
2022-07-21,TR,1
2022-07-21,US,36
2022-07-22,CN,2
2022-07-22,DE,1
2022-07-22,FR,2
2022-07-22,HK,2
2022-07-22,KR,1
2022-07-22,SG,35
2022-07-22,US,24
2022-07-23,CA,18
2022-07-23,TW,35
2022-07-23,US,35
2022-07-24,US,2
2022-07-25,CN,1
2022-07-25,FR,70
2022-07-25,US,35
2022-07-26,AT,1
2022-07-26,CN,38
2022-07-26,FR,2
2022-07-26,JP,26
2022-07-26,SE,1
2022-07-26,TW,2
2022-07-26,US,2
2022-07-27,AU,28
2022-07-27,IL,1
2022-07-27,TW,1
2022-07-27,US,8
2022-07-28,BE,2
2022-07-28,CH,1
2022-07-28,HK,13
2022-07-28,US,5
2022-07-29,AU,2
2022-07-29,CN,13
2022-07-29,FR,1
2022-07-29,GB,4
2022-07-29,HK,14
2022-07-29,JP,2
2022-07-29,KR,10
2022-07-29,RU,4
2022-07-29,SG,7
2022-07-29,TH,2
2022-07-29,US,68
2022-07-29,VN,2
2022-07-30,AU,2
2022-07-30,CN,2
2022-07-30,FR,1
2022-07-30,GB,4
2022-07-30,HK,8
2022-07-30,HR,2
2022-07-30,NL,2
2022-07-30,SE,2
2022-07-30,SG,1
2022-07-30,TH,2
2022-07-30,US,13
2022-07-31,CA,2
2022-07-31,CL,37
2022-07-31,FR,1
2022-07-31,NL,2
2022-07-31,TW,1
2022-07-31,US,16
2022-08-01,GB,1
2022-08-01,IN,2
2022-08-01,NL,1
2022-08-01,RU,16
2022-08-01,US,18
2022-08-02,AU,1
2022-08-02,FR,2
2022-08-02,JP,2
2022-08-02,NL,1
2022-08-02,SG,2
2022-08-02,TW,1
2022-08-02,US,9
2022-08-03,CN,1
2022-08-03,ES,4
2022-08-03,TW,1
2022-08-03,US,16
2022-08-04,AU,2
2022-08-04,CN,11
2022-08-04,DE,1
2022-08-04,HK,3
2022-08-04,JP,2
2022-08-04,NL,2
2022-08-04,RU,6
2022-08-04,SG,9
2022-08-04,TH,2
2022-08-04,TW,3
2022-08-04,US,29
2022-08-05,AU,4
2022-08-05,CN,32
2022-08-05,FR,5
2022-08-05,GB,22
2022-08-05,HK,5
2022-08-05,HR,4
2022-08-05,NL,4
2022-08-05,NO,8
2022-08-05,RU,20
2022-08-05,SE,2
2022-08-05,SG,26
2022-08-05,TH,4
2022-08-05,TW,2
2022-08-05,US,129
2022-08-06,AU,2
